id;text_en;text_pt;sentiment
361;I was really surprised with this movie. Going in to the sneak preview, knowing nothing about the movie except for the one trailer Id seen, I thought it was going to be a Dude Wheres My Car kind of crap fest. I was expecting bad sex jokes and farting and a pathetic lead character who will get laid in the end because thats just how movies work. Instead I got a smart, surprisingly original movie about a decent, average guy who just never had sex.Yes, the film is chock full o sex jokes and vulgarity and the occasional hey-look-a-nipple!, but its done much in the spirit of Bad Santa rather than Sorority Boys. All the characters are people you probably know in real life, redeemable friends who are just trying to hook a brother up and live their lives.I went in thinking this movie was going to be total crap, and I was very surprised. Yea, its pretty over the top cmon, its a movie about a 40 year old virgin!, but its very smartly done.In the end, youre really pulling for this guy to get laid, which says a lot about the movie because honestly, did you really care if Ashton Kutcher found his car or not?;Eu fiquei muito surpreso com este filme. Indo para a pré-estréia, sem saber nada sobre o filme, exceto para o único trailer que eu vi, eu pensei que ia ser um tipo de festa de Dude Wheres My Car. Eu estava esperando piadas sexuais ruins e peidos e um personagem principal patético que vai transar no final, porque é assim que os filmes funcionam. Em vez disso, eu consegui um filme inteligente e surpreendentemente original sobre um cara decente e mediano que nunca fez sexo. Sim, o filme está repleto de piadas sexuais e vulgaridade e, ocasionalmente, de ei-look-a-mamilo! o espírito de Bad Santa em vez de Sorority Boys. Todos os personagens são pessoas que você provavelmente conhece na vida real, amigos resgatáveis ​​que estão apenas tentando prender um irmão e viver suas vidas. Eu entrei pensando que este filme seria uma porcaria total, e fiquei muito surpreso. Sim, é muito acima do topo cmon, é um filme sobre uma virgem de 40 anos !, mas é muito inteligente feito. No final, você está realmente puxando para esse cara transar, o que diz muito sobre o filme porque, honestamente, você realmente se importava se Ashton Kutcher encontrasse seu carro ou não?;pos
362;Im not quite sure if the term serious comedy applies to this movie, Im not even sure if this can be applied. On the last few years movie theaters have become filled with comedy movies which are way too stupid to even make us grin. Therefore, I considered the movies which do not fill these requirements as serious comedies.Does The 40 Year Old Virgin fit into this guild? That is finally up to you, but in my opinion, this is a very funny movie. You get to laugh a lot, plus it delivers a social commentary through some really great characters and situations.Im pretty there is more than one 40 year old virgin out there, and even the people whom do not exactly fit this specifications, may feel identified by one of the characters in the movie, especially men.The story, as the title says it, is about Andy, a shy, silent guy, whom collects action figures, watches Survivor with his octogenarian neighbors and whose favorite band is Asia.Kal is Andys co-worker at SmartTech. He believes Andy to be a psychopath until Andys secret is revealed. Kal is clearly a sexual pervert but yet he seems to get what he wants with the opposite genre.David is the passionate guy who is still in love with his ex-girlfriend, whom ran away with another guy. And Jay, a man in a relationship which seems to be affected by his continuous cheating and getting caught acts.Im pretty sure most youngsters from 13 to 21 have already watched this film, but it really does not have an age limit to be able to enjoy it. So in case you havent seen it and will enjoy a little laugh, with social commentary, than go to your video store and rest from those deep and depressing independent films.It also includes DVD bonuses which youll really see from top to bottom.;Eu não tenho certeza se o termo comédia séria se aplica a este filme, nem tenho certeza se isso pode ser aplicado. Nos últimos anos, os cinemas ficaram cheios de filmes de comédia que são estúpidos demais até para nos fazer sorrir. Portanto, eu considerei os filmes que não preenchem esses requisitos como comédias sérias. A Virgem de 40 Anos se encaixa nessa guilda? Isso finalmente é com você, mas na minha opinião, este é um filme muito engraçado. Você começa a rir muito, além de oferecer um comentário social através de alguns personagens e situações realmente ótimos. É bonito há mais de uma virgem de 40 anos por aí, e até mesmo as pessoas que não se encaixam exatamente nessas especificações, podem se sentir identificadas por um dos personagens do filme, especialmente homens. A história, como o título diz, é sobre Andy, um cara tímido e silencioso, que coleciona bonecos de ação, assiste Survivor com seus vizinhos octogenários e cuja banda favorita é Asia.Kal é colaborador da Andys na SmartTech. Ele acredita que Andy seja um psicopata até que o segredo de Andys é revelado. Kal é claramente um pervertido sexual, mas ele parece conseguir o que quer com o gênero oposto. David é o cara apaixonado que ainda é apaixonado por sua ex-namorada, que fugiu com outro cara. E Jay, um homem em um relacionamento que parece ser afetado por sua trapaça contínua e ser pego em atos. Tenho quase certeza que a maioria dos jovens de 13 a 21 anos já assistiu a esse filme, mas ele realmente não tem limite de idade para poder Aproveite. Então, caso você não tenha visto e vai desfrutar de um pouco de riso, com comentários sociais, do que ir a sua loja de vídeo e descansar daqueles filmes independentes profundos e deprimente.Ele também inclui bônus de DVD que você realmente verá de cima para baixo.;pos
363;A pretty average movie but a brave one from Ms Hawn to promote this vehicle as Exec Producer & as a starring vehicle. Although she ends up vindicated, she is willing to portray herself as the dizzy bimbo. How many other A listed actresses have subjected themselves to butt injury pratfalls since this movie? Not many. Does this mean the female butt cannot be funny? Goldie surpasses other actresses as she has maintained a screen persona & ventures in projects other wont. Sandra Bullock occasionally goes there,for example, Miss Congeniality but Nicole Kidman would never cop the pratfall. A wonderful performer. Great to see some of my favorite actors, Chris Sarandon & Cliff DeYoung notably.;Um filme bem mediano, mas corajoso de Ms Hawn para promover este veículo como Exec Producer e como um veículo estrelado. Embora ela acabe justificada, ela está disposta a se retratar como a babaca tonta. Quantas outras atrizes listadas se submeteram a quedas de lesões desde este filme? Nao muitos. Isso significa que a bunda feminina não pode ser engraçada? Goldie supera outras atrizes, já que ela mantém uma persona na tela e se aventura em outros projetos. Sandra Bullock ocasionalmente vai lá, por exemplo, Miss Simpatia, mas Nicole Kidman nunca iria polir a queda. Um maravilhoso artista. Ótimo para ver alguns dos meus atores favoritos, Chris Sarandon e Cliff DeYoung notavelmente.;pos
364;Only once in a while do we get an R-rated comedy that gets everyones time and attention. Its an even rarer case when the critics will like it. I just came back from The 40 Year-Old Virgin and I can honestly say, it was one of the biggest laughs of my life. I went to a 10:35 showing and every row was filled. Not only that, everyone laughed their ass off the whole time through. Its two hours of non-stop laughing. I dare you to see this film and to not laugh.The plot is simple. A man is forty years old and he is a virgin. Yet, behind this simple, five second joke, we are given a deep, complex story that is not only one of the funniest youll ever witness, but has genuine lessons behind it. Steve Carell stars as Andy Stitzer, The 40 Year-Old Virgin. We have known Steve Carell, as, in my opinion, one of the best scene thieves of all time. Stealing hilarious scenes from Bruce Almighty and especially Anchorman, Steve Carell has come a long way, as finally, and proudly, is given his moment to shine as the star. No one will forget his name once they witness this pervasively funny, gut-busting, roll-in-the-aisle hilarious comedy.The beauty about the film is it isnt 100% stupid. The brilliant writing of Judd Apatow and Steve Carell genuinely has purpose and its not just one hell of a story to tell. Behind the crudeness and vulgar non-stop ride of the film comes an important lesson to be learned. Although not presented in the best way possible, the film gives us more than a purely enjoyable time. Its gut-busting attitude will have you laughing the whole time through, while we simultaneously see the real life struggles of people like Andy and his fellow co-workers. The end couldnt have been better. Not only does it deliver what we are promised but it gives one of the most memorable finishing numbers a comedy has ever seen. It would have been perfect if there was Vince Vaughn and Owen Wilson in there cameoing somehow, but you cant win em all, now can you.Finally, I think as Roger Ebert put it, Catherine Keener gives an unexplainable perfect performance as Trish, the one woman Andy has his heart truly for. Not only does she also give us laughs but it is crazy to see how brightly she fuels the story. She was cast perfected in the role and her and Carell have terrific, not to mention, hilarious chemistry on screen.Canadian ratings-wise, once again, Ontario slips away with a 14A, while British Columbia, Alberta, and Manitoba all slapped The 40 Year-Old Virgin with an 18A. The same thing happened with Four Brothers, in my opinion, the second best film of the year, and I can honestly say that I love Ontario more and more so for that. To all you fellow teenagers out there in the States: Good luck sneaking in! Overall, Steve Carell gives one of the funniest performances Ive ever seen and just about everyone in the cast distributes to the non-stop laughter. Everyone will love the 40 Year-Old Virgin this summer and I encourage everyone to see it as fast as humanly possible. It is the best comedy of the year, hands down. It beats all over The Longest Yard, The Wedding Crashers, and of course Apatow and Carells last memorable comedy, Anchorman.It is a comic masterpiece and deserves the remarkable amount of praise from the critics who have been loving it. Every single one of my favourite critics loved it and it deserves a spot on the IMDb Top 250 right away. Steve Carell is a huge star. Watch one of the brightest ones of the summer right now.My Rating: 9/10 Objectively Â? 9/10 Subjectively Â? 10/10 Eliason A.;Apenas de vez em quando recebemos uma comédia pornográfica que dá tempo e atenção a todos. É um caso ainda mais raro quando os críticos vão gostar. Acabei de voltar da Virgem de 40 anos e posso dizer honestamente que foi uma das maiores gargalhadas da minha vida. Eu fui a uma exibição de 10:35 e cada linha foi preenchida. Não só isso, todos riram o tempo todo. Suas duas horas de riso sem parar. Eu te desafio a ver este filme e não rir. O enredo é simples. Um homem tem quarenta anos e é virgem. No entanto, por trás dessa piada simples, de cinco segundos, nos é dada uma história profunda e complexa que não é apenas uma das mais engraçadas que você já testemunhou, mas tem lições genuínas por trás dela. Steve Carell estrela como Andy Stitzer, a virgem de 40 anos. Conhecemos Steve Carell, na minha opinião, um dos melhores ladrões de cena de todos os tempos. Roubando cenas hilariantes de Bruce Todo-Poderoso e especialmente Anchorman, Steve Carell percorreu um longo caminho, como finalmente, e orgulhosamente, é dado o seu momento para brilhar como a estrela. Ninguém vai esquecer o nome dele quando testemunharem essa comédia hilariante divertida, divertida e divertida. A beleza do filme não é 100% estúpida. A brilhante escrita de Judd Apatow e Steve Carell genuinamente tem propósito e não é apenas um inferno de uma história para contar. Por trás da crueza e do caminho vulgar e sem parar do filme, há uma importante lição a ser aprendida. Apesar de não ser apresentado da melhor maneira possível, o filme nos dá mais do que um tempo puramente agradável. Sua atitude arrebatadora fará você rir o tempo todo, enquanto vemos simultaneamente as lutas da vida real de pessoas como Andy e seus companheiros de trabalho. O fim não poderia ter sido melhor. Não só entrega o que nos é prometido, como também dá um dos números finais mais memoráveis ​​que uma comédia já viu. Teria sido perfeito se houvesse Vince Vaughn e Owen Wilson em algum lugar de alguma forma, mas você não pode ganhar em todos, agora você pode. Finalmente, eu acho que, como Roger Ebert colocou, Catherine Keener dá uma performance perfeita inexplicável como Trish, a Uma mulher que Andy tem seu coração verdadeiramente. Ela não apenas nos dá risadas, mas também é loucura ver como ela abastece a história. Ela foi escolhida e aperfeiçoada no papel, e ela e Carell tiveram ótimas, sem mencionar, química hilária na tela. Classificações canadenses, mais uma vez, Ontário escapou com um 14A, enquanto Colúmbia Britânica, Alberta e Manitoba deram um tapa. Virgin anos de idade com um 18A. A mesma coisa aconteceu com Four Brothers, na minha opinião, o segundo melhor filme do ano, e posso dizer honestamente que amo o Ontário cada vez mais por isso. Para todos vocês, companheiros adolescentes lá nos Estados Unidos: Boa sorte entrando! No geral, Steve Carell dá uma das performances mais engraçadas que já vi e quase todo mundo no elenco distribui para o riso sem parar. Todo mundo vai amar a Virgem de 40 anos neste verão e eu encorajo a todos a verem o mais rápido que for humanamente possível. É a melhor comédia do ano, de longe. Ele bate em todo o quintal mais longo, The Wedding Quasters e, claro, Apatow e Carells última comédia memorável, Anchorman.É uma obra-prima cômica e merece a quantidade notável de elogios dos críticos que foram amá-lo. Cada um dos meus críticos favoritos adorou e merece um lugar no IMDb Top 250 imediatamente. Steve Carell é uma grande estrela. Assista um dos mais brilhantes do verão agora.Meu Avaliação: 9/10 Objetivamente Â? 9/10 subjetivamente? 10/10 Eliason A.;pos
365;this is one of the funnier films ive seen. it had its crude moments, but they were full of charm. its Altmanesque screenplay, brilliant physical humour, and relaxed friendships were a pleasure to watch, and a slice of life most of us can relate to. and i can say with a measure of honesty that i was afraid for Steve Carells nipple..i truly was. surprisingly, this is a good-natured, unabashed comedy that is essentially about love, and the many relationships we may find ourselves in along the way. Catherine Keener was terrific as Trish, and all of Steve Carells friends were flawed but amiable, and so much fun. the idea that they suspected that Carell was a serial killer is a hilarious metaphor for a forty-year old virgin. but the simple truth was that he wanted to be in love first. original, charming, and very funny. highly recommended.;Este é um dos filmes mais engraçados que eu já vi. teve seus momentos cruéis, mas eles estavam cheios de charme. seu roteiro altmanesco, humor físico brilhante e amizades descontraídas foram um prazer de assistir, e uma fatia da vida com a qual a maioria de nós pode se relacionar. e eu posso dizer com uma medida de honestidade que eu estava com medo de Steve Carells mamilo..eu realmente era. Surpreendentemente, esta é uma comédia de boa índole, descarada que é essencialmente sobre o amor e as muitas relações que podemos encontrar-nos ao longo do caminho. Catherine Keener era ótima como Trish, e todos os amigos de Steve Carells eram imperfeitos, mas amáveis ​​e muito divertidos. a idéia de que eles suspeitavam que Carell era um serial killer é uma metáfora hilária para uma virgem de quarenta anos. mas a verdade simples era que ele queria estar apaixonado primeiro. original, encantador e muito engraçado. altamente recomendado.;pos
366;Steve Carell comes into his own in his first starring role in the 40 Year Old Virgin, having only had supporting roles in such films as Bewitched, Bruce Almighty, Anchorman, and his work on the Daily Show, we had only gotten a small taste of the comedy that Carell truly makes his own. You can tell that Will Ferrell influenced his comedic air but Carell takes it to another level, everything he does is innocent, lovable, and hilarious. I would not hesitate to say that Steve Carell is one of the next great comedians of our time.The 40 Year Old Virgin is two hours of non-stop laughs or 4 hours if you see it twice like I did, a perfect supporting cast and great leads charm the audience through the entire movie. The script was perfect with so many great lines that you will want to see the movie again just to try to remember them all. The music fit the tone of the movie great, and you can tell the director knew what he was doing.Filled with sex jokes, some nudity, and a lot of language, this movie isnt for everyone but if you liked the Wedding Crashers, Anchorman, or any movie along those lines, you will absolutely love The 40 Year Old Virgin.;Steve Carell se destacou em seu primeiro papel na Virgem de 40 Anos, tendo apenas tido papéis coadjuvantes em filmes como Bewitched, Bruce Todo-Poderoso, Âncora e seu trabalho no Daily Show, nós só tivemos um gostinho de a comédia que Carell realmente faz dele. Você pode dizer que Will Ferrell influenciou seu ar cômico, mas Carell leva isso para outro nível, tudo o que ele faz é inocente, amável e hilário. Eu não hesitaria em dizer que Steve Carell é um dos próximos grandes comediantes do nosso tempo. A virgem de 40 anos é duas horas de risadas sem parar ou 4 horas se você vê-lo duas vezes como eu fiz, um elenco de apoio perfeito e Grandes leads encantam o público durante todo o filme. O roteiro foi perfeito com tantas linhas ótimas que você vai querer ver o filme novamente só para tentar lembrar de todas elas. A música se encaixa no tom do filme, e você pode dizer ao diretor o que ele estava fazendo. Cheio de piadas de sexo, nudez e muita linguagem, esse filme não é para todos, mas se você gostou do Wedding Crashers, Anchorman , ou qualquer filme nesse sentido, você vai adorar a virgem de 40 anos.;pos
367;I got a free pass to a preview of this movie last night and didnt know what to expect. The premise seemed silly and I assumed it would be a lot of shallow make-fun-of-the-virgin humor. What a great surprise. I laughed so hard I cried at some of the jokes. This film is a must see for anyone with an open mind and a slightly twisted sense of humor. OK.....this is not a movie to go to with your grandmother Jack Palance? or small children. The language is filthy, the jokes are very crude, and the sex talk is about as graphic as youll find anywhere. Whats amazing, however, is that the movie is still a sweet love story. My girlfriend and I both loved it. Steve Carell is terrific, but like The Office the supporting cast really makes the film work. All of the characters have their flaws, but they also have depth and likability. Everyone pulls their weight and the chemistry is perfect. I cant wait to get the DVD. Im sure it will be up there with Office Space for replays and quotable lines.;Eu tenho um passe livre para uma prévia deste filme na noite passada e não sabia o que esperar. A premissa parecia boba e eu presumi que seria um monte de humor superficial e divertido de virgem. Que grande surpresa. Eu ri tanto que chorei em algumas das piadas. Este filme é um must see para qualquer pessoa com uma mente aberta e um senso de humor ligeiramente distorcido. OK ..... este não é um filme para ir com sua avó Jack Palance? ou crianças pequenas. A linguagem é imunda, as piadas são muito grosseiras, e a conversa sobre sexo é tão gráfica quanto você pode encontrar em qualquer lugar. O que é incrível, no entanto, é que o filme ainda é uma doce história de amor. Minha namorada e eu amei isso. Steve Carell é fantástico, mas como o The Office, o elenco de apoio realmente faz o filme funcionar. Todos os personagens têm suas falhas, mas também têm profundidade e simpatia. Todo mundo puxa seu peso e a química é perfeita. Eu não posso esperar para pegar o DVD. Tenho certeza de que estará lá em cima com o Office Space para replays e linhas citáveis.;pos
368;I havent laughed this hard at a movie in a long time. I got to go to an advance screening, and was thrilled because I had been dying to see it. I had tears in my eyes from laughter throughout a lot of the movie. The audience all shared my laughter, and was clapping and yelling throughout most of the movie.Kudos to Steve Carrellwho I had already been a fan of. He proves in this movie his tremendous talent for comedy. He has a style that I havent seen before. And Catherine Keener is excellent as always. Thank God there wasnt a cameo from Will Ferrelllove him, but saw him too much this summer.There were parts of comedic genius in this movie. Partly thanks to Carrell, and partly thanks to the writingalso Carrell. The waxing scene and the speed dater with the obvious problem were absolutely hysterical.I will definitely go see 40 Year Old Virgin when its released. My advice: go to see it for huge laughs and an incredibly enjoyable movie on top of it.;Eu não ri tanto assim em um filme em muito tempo. Eu tenho que ir para uma exibição antecipada, e fiquei emocionada porque eu estava morrendo de vontade de ver isso. Eu tinha lágrimas nos olhos de tanto rir ao longo de todo o filme. Toda a platéia compartilhou meu riso, e estava batendo palmas e gritando durante a maior parte do filme. Parabéns a Steve Carrell, de quem eu já era fã. Ele prova neste filme seu tremendo talento para a comédia. Ele tem um estilo que eu não vi antes. E Catherine Keener é excelente como sempre. Graças a Deus não houve uma participação especial de Will Ferrell, mas ele o viu demais neste verão. Havia partes do gênio cômico neste filme. Em parte graças a Carrell e em parte graças à escrita de Carrell. A cena da depilação e a velocidade com o problema óbvio eram absolutamente histéricos. Definitivamente vou ver a Virgem de 40 Anos quando ela for lançada. Meu conselho: vá vê-lo para grandes gargalhadas e um filme incrivelmente agradável em cima dele.;pos
369;Just came out of a sneak preview for this film. It had me laughing every 30 secs. The ending was so funny that tears were rolling down my face and it had me wishing I hadnt bought that large coke. There are definitely some lulls, but, overall, highly entertaining. The movie lets Steve Carell have a chance to shine after stealing the spotlight from both Jim Carrey in Bruce Almighty and Will Ferrell Anchorman: The Legend of Ron Burgendy in their movies. Paul Rudd is hilarious as always. I love that he can be so funny in these broad comedies and continues to work in indie dramas like P.S.. I think that Seth Rogen should be getting more work, because he so freaking talented and engaging. Leslie Mann also had some incredibly funny moments. I highly recommend it for those who just want to laugh like a maniac. However, if youre easily offended, dont see this movie. If youre a rabid feminist, dont see this movie. And, please, not matter what, even if you think youre one of those hip parents, dont take your kids to this movie. Sure, you should let your teens go see this movie, just dont watch it with them. It would make for some incredibly awkward moments.;Acabei de sair de uma prévia para este filme. Isso me fez rir a cada 30 segundos. O final foi tão engraçado que lágrimas rolaram pelo meu rosto e me fez desejar não ter comprado aquela coca grande. Definitivamente há algumas calmarias, mas, no geral, muito divertidas. O filme deixa Steve Carell ter a chance de brilhar depois de roubar os holofotes de Jim Carrey em Bruce Almighty e Will Ferrell Anchorman: A Lenda de Ron Burgendy em seus filmes. Paul Rudd é hilário como sempre. Eu adoro que ele possa ser tão engraçado nessas comédias largas e continua a trabalhar em dramas indie como P.S.Eu acho que Seth Rogen deveria estar recebendo mais trabalho, porque ele é tão talentoso e envolvente. Leslie Mann também teve alguns momentos incrivelmente engraçados. Eu recomendo fortemente para aqueles que querem rir como um maníaco. No entanto, se você é facilmente ofendido, não veja este filme. Se você é uma feminista raivosa, não veja este filme. E, por favor, não importa o que, mesmo se você acha que você é um desses pais hip, não leve seus filhos para este filme. Claro, você deve deixar seus adolescentes irem ver este filme, só não assisti-lo com eles. Isso faria alguns momentos incrivelmente estranhos.;pos
370;BEWARE SPOILERS. This movie was okay. Goldie Hawn and Chris Sarandon were the best two in it. Okay, so the goofie foreign guy who SPOILER HERE trades with the biker for his clothes was funny. This guys boss was good, too. But the movie really belonged to Sarandon and Hawn. These two should have had a lot more time on screen together. Theyre chemistry was great. The bathroom scene-WOW! Romantic, sweet, yummy.Hawn is a goofy cocktail waitress who saves a foreign man and ends up at the whitehouse in the middle of a plot due to the greed of politicians. To talk about Sarandon would be to give a lot away. SPOILERS This is a rather untypical romantic/political comedy, and it satisfies both somewhat-the political side a whole lot more than the romantic. It touches on political issues, and just barely skims on romantic areas.;CUIDADO COM SPOILERS. Esse filme foi legal. Goldie Hawn e Chris Sarandon foram os dois melhores. Ok, então o cara estrangeiro que SPOILER AQUI negocia com o motociclista por suas roupas era engraçado. Esse chefe dos caras também era bom. Mas o filme realmente pertencia a Sarandon e Hawn. Estes dois deveriam ter tido muito mais tempo na tela juntos. Eles são química foi ótimo. A cena do banheiro-WOW! Romântico, doce, gostoso. Hawn é um garçom coquete pateta que salva um homem estrangeiro e acaba na casa branca no meio de uma conspiração devido à ganância dos políticos. Falar de Sarandon seria dar muito. SPOILERS Esta é uma comédia romântica / política bastante atípica, e satisfaz tanto um pouco o lado político quanto o romântico. Ela toca em questões políticas e mal toca em áreas românticas.;pos
371;A classic series that should be at least repeated or released on DVD.Billy Toth,after realising he is adopted after the death of his parents,embarks on a journey to find his real parents.After various rites of passage,his search culminates in the discovery that his fathers identity was stolen and used by a human trafficker in Europe!If i remember correctly,the series ends on the Austrian?] ski slopes and a cliff top chase resulting in the death of Billys fathers betrayer. This series was all filmed on location in various destinations round Europe and appeared polished and incredibly well made with some episodes crossing into the realms of film noir and crime thriller.The main arc was often eclipsed by the slices of life that Billy went through during his years of toiling to find his mother and fathers secrets.A class act but underrated and forgotten.;Uma série clássica que deve ser pelo menos repetida ou lançada no DVD.Billy Toth, depois de perceber que ele é adotado após a morte de seus pais, embarca em uma viagem para encontrar seus pais reais. Após vários ritos de passagem, sua busca culmina Descoberta de que a identidade de seu pai foi roubada e usada por um traficante de pessoas na Europa! Se bem me lembro, a série termina nas pistas de esqui austríacas e uma perseguição no topo do penhasco resultando na morte do traidor de Billys. Esta série foi toda filmada em vários locais da Europa e apareceu polida e incrivelmente bem feita, com alguns episódios se cruzando nos reinos do filme noir e thriller de crime. O arco principal foi muitas vezes eclipsado pelas fatias da vida que Billy passou durante o seu anos de labuta para encontrar os segredos de sua mãe e pai. Um ato de classe, mas subestimado e esquecido.;pos
372;what a relief to find out I am not imagining this programme! the summary from taxman is great. I too remember finding it haunting and not particularly family viewing, I must have been 10/11 at the time I watched it. I think for a girl that age part of attraction was leads very blond hair, and his permanently sad state. The theme was played on a flute I recall - although I cannot remember how it went. I think the intro showed him playing it - or maybe he played a flute in the programme and especially when he was sad? Maybe I am destined never to know how it ended or to see clip or hear the tune, but at least I now know it is not just me.;Que alívio descobrir que não estou imaginando este programa! o resumo do coletor de impostos é ótimo. Eu também me lembro de achar isso assustador e não particularmente familiar, eu devo ter sido 10/11 na época em que assisti. Eu acho que para uma garota que envelhece parte da atração leva cabelo muito loiro, e seu estado permanentemente triste. O tema foi tocado em uma flauta que eu recordo - embora eu não consiga lembrar como foi. Eu acho que a introdução mostrou ele tocando - ou talvez ele tenha tocado uma flauta no programa e especialmente quando ele estava triste? Talvez eu esteja destinado a nunca saber como terminou ou ver clip ou ouvir a melodia, mas pelo menos agora sei que não sou só eu.;pos
373;Barriers seems to be one of those series that have been lost in the mists of time. After its transmission in the early 80s and one repeat, its since sunk without trace. This is a crying shame.I originally watched this when it was transmitted in the Southern TV region on Sunday afternoons and was classic tea-time viewing. Although I dont remember a great deal about the program, a few things stuck in my mind. Most notable were the unforgettable titles. The mournful flute music accompanying the attempted escape across an East European border and the subsequent car crash and that scene has left me with an abiding love of fintail Mercedes models as they used a Merc 200. Although it wasnt obvious at the start, the solution to the series mystery was in these titles.The plot about a young music student trying to unravel what really happened when he discovers he was adopted had lots of twists and turns but Barriers was a surprisingly adult childrens drama. Benedict Taylor was excellent as Billy and it was a shame he didnt do a lot more.This was a quality drama, well overdue for a DVD release and I hope Ill get the chance to re-acquaint myself with it in the future.A fond memory from my childhood;Barreiras parece ser uma daquelas séries que foram perdidas nas névoas do tempo. Após a sua transmissão no início dos anos 80 e uma repetição, a sua desde então afundou sem deixar vestígios. Isso é uma vergonha chorosa. Originalmente eu assisti isso quando foi transmitido na região sul da TV nas tardes de domingo e era uma exibição clássica na hora do chá. Embora eu não me lembre muito do programa, algumas coisas ficaram na minha cabeça. Os mais notáveis ​​foram os títulos inesquecíveis. A melancólica música de flauta acompanhando a tentativa de fuga através de uma fronteira da Europa Oriental e o subsequente acidente de carro e aquela cena me deixaram com um amor constante por modelos de Mercedes enquanto usavam um Merc 200. Embora não fosse óbvio no começo, a solução para O enredo sobre um jovem estudante de música tentando desvendar o que realmente aconteceu quando ele descobre que foi adotado tinha muitas reviravoltas, mas Barriers era um drama para crianças surpreendentemente adulto. Benedict Taylor era excelente como Billy e era uma pena que ele não fizesse muito mais. Este foi um drama de qualidade, bem atrasado para um lançamento em DVD e espero que eu tenha a chance de voltar a me familiarizar com ele no futuro. memória da minha infância;pos
374;Having set the sitcom world alight with Father Ted Arthur Matthews and Graham Linehans next creation was a forgotten gem for the BBC called Hippies Although created by the pair- the six scripts were written by Arthur Matthews alone.Set in London in 1969- Ray Purbs, a hippy, is the editor of an anarchist magazine. His friends are his flat-mate, the very laid back and cannabis smoking Alex, his girlfriend is feminist Jill and the none too bright Hugo.Simon Pegg was superb as Ray, but he is superb in everything he is in. This sitcom had a feel of Citizen Smith about it. Ray was very much like Wolfie Smith, trying to beat society, but failing miserably. At last this sitcom is going to be released on DVD in March, I cant wait to buy it. As it was on in 1999 and has yet been repeated on terrestrial television- my memories arent too good of the sitcom, yet I remember two episodes really clearly, the first being the opener Protesting Hippies which I thought was a great start- where Ray goes on a protest against sandpaper and the other episode was Hippy Dippy Hippies which I think was episode 4, again quite a clear memory about the Police. Sadly, the sitcom got a negative reaction from viewers I cant think why. The BBC commissioned another series, but Arthur Matthews decided against it because of the negative reaction. Oh well, I cant wait for the DVD.Best Episode: Hippy Dippy Hippies- Series 1 episode 4.;Ter definido o mundo da sitcom com a criação do Padre Ted Arthur Matthews e Graham Linehans foi uma joia esquecida da BBC chamada Hippies. Embora criada pela dupla, os seis roteiros foram escritos apenas por Arthur Matthews.Foi em Londres em 1969 - Ray Purbs, um hippy, é o editor de uma revista anarquista. Seus amigos são seu companheiro de apartamento, o muito relaxado e cannabis fumando Alex, sua namorada é Jill feminista e o nenhum brilhante Hugo.Simon Pegg era soberbo como Ray, mas ele é soberbo em tudo que ele é. sensação do cidadão Smith sobre isso. Ray era muito parecido com Wolfie Smith, tentando vencer a sociedade, mas falhando miseravelmente. Finalmente esta comédia será lançada em DVD em março, eu não posso esperar para comprá-lo. Como foi em 1999 e ainda foi repetido na televisão terrestre - minhas memórias não são muito boas, mas lembro-me de dois episódios com muita clareza, sendo o primeiro o openest Protesting Hippies, que achei que foi um ótimo começo - para onde Ray vai. em um protesto contra a lixa e o outro episódio foi Hippy Dippy Hippies, que eu acho que foi o episódio 4, mais uma vez uma clara memória sobre a polícia. Infelizmente, a sitcom teve uma reação negativa dos telespectadores que eu não posso pensar o porquê. A BBC encomendou outra série, mas Arthur Matthews decidiu contra isso por causa da reação negativa. Oh bem, eu não posso esperar para o DVD.Best Episódio: Hippy Dippy Hippies - Series 1 episode 4.;pos
375;I often wonder why this series was slammed so much. I thought it was brilliant and also very cleverly written and performed. I think in time to come it will be seen in the light it deserves, that is if they ever issue it. Many up and coming young comedy actors appeared in this and all went on to greater things. Maybe this fact will make people aware of its value and it will have to be issued. Sally Phillips, Simon Pegg, Peter Serafinowicz and not least Julian Rhind-Tutt of the hugely successful Green Wing. The writers Graham Linehan and Arthur Matthews are two of the finest comedy writers of the modern age. Anyone that can produce comedy like Father Ted couldnt be capable of writing something not worthy of publication. If it is ever issued I will certainly buy it.;Muitas vezes me pergunto por que essa série foi muito criticada. Eu pensei que era brilhante e também muito inteligentemente escrito e executado. Eu acho que na hora de vir isso será visto na luz que ele merece, isto é, se eles alguma vez o emitirem. Muitos jovens e chegados atores de comédia apareceram nisso e todos passaram a coisas maiores. Talvez este fato torne as pessoas conscientes de seu valor e ele terá que ser emitido. Sally Phillips, Simon Pegg, Peter Serafinowicz e não menos Julian Rhind-Tutt da enorme e bem sucedida Ala Verde. Os escritores Graham Linehan e Arthur Matthews são dois dos melhores escritores de comédia da era moderna. Qualquer um que possa produzir comédias como o padre Ted não seria capaz de escrever algo que não fosse digno de publicação. Se alguma vez for emitido, certamente comprarei.;pos
